MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,logSP,Decade,HasPool,Has2ndFlr,HasGarage,HasBsmt,HasFireplace,IsNormalCondition,ExterQual_Score,ExterCond_Score,BsmtQual_Score,BsmtCond_Score,HeatingQC_Score,KitchenQual_Score,FireplaceQu_Score,GarageQual_Score,GarageCond_Score,Qual_x_TotalSF,Kitchen_x_TotalSF,Cond_x_Age,TotalSF_to_Neighborhood_Ratio,OverallQual_to_Neighborhood_Ratio,Age_vs_Neighborhood_Avg,TotalSF_to_MSSubClass_Ratio,LotArea_to_MSZoning_Ratio,TotalSF_to_OverallQual_Ratio,TotalSF_to_Decade_Ratio,KMeansCluster,TotalSF_squared,OverallQual_squared,GrLivArea_squared,GarageArea_squared,Age_squared,LotArea_squared,TotalBath_squared,LotArea_to_TotalSF_Ratio,GarageArea_to_TotalSF_Ratio,Porch_to_TotalSF_Ratio,Living_to_Total_Ratio,Bsmt_to_Total_Ratio,Rooms_per_SF,Bedrooms_per_SF,Bath_per_SF,YearsSince2006,MarketCycle,Quarter,PeakSeason,EndOfYear,AvgQuality,MaxQuality,MinQuality,QualityRange,ExcellentFeatures,PoorFeatures,Cluster_Size_k6,Cluster_Size_k8,Cluster_Quality_k6,Cluster_Quality_k8,Cluster_Efficiency_k4,Cluster_Efficiency_k6,Cluster_Age_Quality_k4,Cluster_Age_Quality_k6,Cluster_Luxury_k3,Cluster_Luxury_k5,Cluster_Comprehensive_k8,Cluster_Comprehensive_k10,Qual_x_LotArea,Qual_x_GarageArea,Qual_x_Bath,Qual_x_GrLivArea,Qual_x_BsmtSF,Age_x_Quality,Age_x_Size,Living_x_Bath,Rooms_x_Qual,Rooms_x_KitchenQual,GarageArea_x_Qual,GarageCars_x_Qual,BsmtSF_x_Qual,BsmtSF_x_OverallQual,YearBuilt_x_Qual,YearRemod_x_Qual,Bath_x_Qual,Bath_x_KitchenQual,AvgQual_x_Size,AvgQual_x_Age,Qual_Age_Interaction,RemodAge_FromBuild,Is_Remodeled,OverallQual_Squared
60,RL,65.0,9.043340831280013,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,PConc,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.5413252430671707,728,GasA,Y,SBrkr,-1.322440821446952,1.1416798170420297,0,0.04122448741292,0,0,2,1,3,1,8,Typ,1,Attchd,0.3764691893871889,Fin,2,390,Y,-0.94902605868455,0.4158386563779795,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,New,Partial,1,-1.5729704126478672,0,-0.4134062071552764,2.5,-0.9758129623337388,12.0075668272517,2000,0,1,1,1,1,1,4,3,4,3,5,4,4,3,3,-2.480437242931658,-1.6536248286211055,5,-1.9289333091849967,0.9036144578313253,-5.0,-0.976944016595366,0.9818575953984102,3.6979545825546287,-0.7403642361219356,Cluster_1,0.1709046921145113,36,0.0016994583624579996,152100,1,81.78201339069626,6.25,15.416700520173869,664.8553134336291,-1.6635241869871693,0.07027774230784006,1241.0632517427744,7.683261483676025,2.8812230563785093,4.261893034830956,0,0,3,1,0,4.0,6,3,3,7,0,5,3,1,1,0,0,2,0,0,0,4,1,54.260044987680075,2340,15.0,0.24734692447752,4368,6,-0.4134062071552764,0.1030612185323,48,32,1170,12,2912,4368,12030,12036,15.0,10.0,-1.6536248286211055,4.0,6,1,1,36
80,RL,0.0,9.973666387157374,Pave,<None>,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,-0.8171343255986645,CBlock,Gd,ALQ,0.9892337187623352,Unf,-0.3596623231834907,-2.063406981601136,938,GasA,Y,SBrkr,-0.3493237751166188,-0.8700861080477102,0,-1.1189382521651272,1,0,1,0,1,1,4,Typ,2,Attchd,0.1914822554443777,Unf,2,540,Y,-0.94902605868455,1.2021920291880743,-0.4079206211050907,130,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2006,WD,Normal,37,0.3762714514479974,37,-0.799991002789935,2.0,0.6761143242650525,12.100717685412471,1960,0,0,1,1,1,1,3,3,3,3,5,3,3,3,3,-4.79994601673961,-2.399973008369805,185,-1.1464037112540535,1.018181818181818,-4.5,1.9757916713751655,1.0828653125986636,7.155989299547108,3.360885267928518,Cluster_0,0.6399856045448458,36,1.2520228121583499,291600,1369,99.47402120231283,4.0,49.86608865741301,2699.878543127987,3.3804195496012834,-5.5944395890847405,4689.78902491491,-33.63089609259285,-8.407724023148212,9.999550159733285,0,0,4,0,0,3.6363636363636362,6,3,3,3,0,5,4,4,3,0,0,3,2,0,4,1,4,59.84199832294425,3240,12.0,-6.713629512990764,5628,222,-29.599667103227592,-2.2378765043302544,24,12,1620,12,2814,5628,11814,11814,12.0,6.0,-2.9090581919633998,134.54545454545453,222,0,0,36
50,RM,50.0,8.709630081951286,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,-0.8171343255986645,PConc,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.548360794284463,732,GasA,Y,SBrkr,-1.1352923117016929,0.9938210754482996,0,-0.7392370725426091,0,0,1,0,3,1,4,Typ,0,Detchd,0.2424192980026228,Unf,1,264,P,-0.94902605868455,-1.0703598832348913,2.45314130589294,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,6,2007,WD,Normal,68,0.2149132084400027,57,-0.9121720449039988,1.0,0.0748000330279987,11.51293546492023,1930,0,1,1,1,0,1,3,3,3,3,4,3,0,3,3,-3.6486881796159953,-2.7365161347119966,340,1.0890187827220466,0.8409090909090908,-16.0,2.8010595651477086,1.0011435684254644,0.9217640111206576,2.0064713664979115,Cluster_2,0.8320578395043429,16,0.5464714494213666,69696,4624,75.85765616443075,1.0,99.16694601885177,3005.8766563724766,0.8516654286922407,-8.416876741973317,8334.47618357823,15.339603827133772,11.504702870350329,11.385896425653321,1,1,2,1,0,3.090909090909091,5,0,5,3,1,0,0,3,0,0,0,3,4,1,1,7,7,34.83852032780514,1056,4.0,-2.9569482901704363,2928,272,-62.02769905347192,-0.7392370725426091,16,12,792,4,2196,2928,7756,7800,4.0,3.0,-2.8194408660669055,210.1818181818182,272,11,1,16
20,RL,75.0,9.155356063643422,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.1603985247263209,CBlock,No,BLQ,0.6694165729191228,Unf,-0.3596623231834907,0.1212053366881564,1080,GasA,Y,SBrkr,-0.0659834925823529,-0.8700861080477102,0,-0.8553476673669986,0,0,1,0,3,1,5,Typ,0,Attchd,0.1358486785665237,Unf,1,288,Y,-0.94902605868455,-1.0703598832348913,-0.4079206211050907,0,3.401316300987633,0,<None>,<None>,<None>,0,6,2008,WD,Normal,50,0.5482096340017498,50,-0.4480851211180178,1.0,0.0128451094597476,11.820417517632333,1950,0,0,1,1,0,1,3,4,3,3,4,3,0,3,3,-2.688510726708107,-1.3442553633540535,350,1.685168987037655,1.1194029850746268,2.0,-24.932469917733282,0.9940193626864363,4.008160492835917,1.131074957360857,Cluster_2,0.20078027576734866,36,0.7316196320701658,82944,2500,83.82054465209238,1.0,16.58834797530643,521.8195975861415,0.023273714754289694,-1.549781859658653,1956.8234909480307,34.56563685485489,20.73938211291293,1.811873602729658,2,2,2,1,0,3.5454545454545454,7,0,7,4,1,5,3,2,6,0,0,0,1,1,1,5,7,54.93213638186053,1728,6.0,-5.132086004201992,6480,300,-22.40425605590089,-0.8553476673669986,30,15,864,6,3240,6480,11748,11748,6.0,3.0,-1.5886654294184268,177.27272727272728,300,0,0,36
120,RL,55.0,8.973731569708402,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,-0.8171343255986645,PConc,No,GLQ,0.308238551956312,Unf,-0.3596623231834907,0.8257884348088373,1199,GasA,Y,SBrkr,0.2664434783156829,-0.8700861080477102,0,-0.5437735122560688,0,0,2,0,2,1,5,Typ,0,Attchd,0.3143100015949657,RFn,2,530,Y,-0.94902605868455,0.8602849887160153,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2008,WD,Normal,15,-0.1519705584471359,15,-0.1145040699492759,2.0,-0.4998762202615178,11.944064817531656,1990,0,0,1,1,0,1,4,3,4,3,5,4,0,3,3,-0.6870244196956554,-0.4580162797971036,75,-1.485557627943494,0.9490616621983914,-2.0,-0.4025641605966455,0.9742999479029452,1.0242488933675804,-0.2652311822229907,Cluster_1,0.013111182034948666,36,0.29568963263130105,280900,225,80.52785828518122,4.0,10.134130790634302,598.534653874287,-0.5645155480645554,-0.6140892281965877,1354.0434905571133,10.95946889170183,4.3837875566807325,2.258621335374668,2,2,1,1,0,3.6363636363636362,6,0,6,6,1,5,4,1,1,0,0,2,0,1,1,1,4,53.84238941825041,3180,12.0,-3.262641073536413,7194,90,-1.7175610492391384,-1.0875470245121377,30,20,1590,12,4796,7194,11958,11958,12.0,8.0,-0.4163784361791851,54.54545454545455,90,0,0,36
20,RL,48.0,9.743553514619803,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,CBlock,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,1.475786422939156,1362,GasA,Y,SBrkr,1.154876570465282,-0.8700861080477102,0,0.3013794740526224,0,0,2,0,3,1,7,Typ,1,Attchd,0.2424192980026228,Unf,2,435,Y,1.0813478786015531,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2009,WD,Normal,30,0.2550344054201675,11,0.5821765702195847,2.0,0.3618818075398232,12.10625783509458,1970,0,0,1,1,1,1,3,4,4,2,3,3,3,3,3,3.493059421317508,1.746529710658754,150,1.455870658112959,0.948051948051948,-2.0,32.393621523500464,1.0578813961550344,-5.2076202012390915,-1.2275451245628315,Cluster_0,0.33892955891263904,36,0.09082958738023529,189225,900,94.93683509225991,4.0,6.158322464140352,274.93770808376206,0.2287240339361105,0.19048409622877616,860.8394446208825,5.3789076434418615,2.305246132903655,1.2640814164770668,3,3,1,0,1,3.5454545454545454,6,2,4,4,1,4,1,1,1,0,0,2,0,0,4,1,4,58.461321087718815,2610,12.0,1.8082768443157344,8172,180,17.465297106587542,0.6027589481052448,42,21,1305,12,5448,8172,11874,11988,12.0,6.0,2.064080567142164,106.36363636363636,180,19,1,36
190,RM,60.0,8.821879862683842,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,CBlock,Av,GLQ,0.5794036717283576,Unf,-0.3596623231834907,-1.5692253621296244,520,GasA,N,SBrkr,-2.3968067376050857,-0.8700861080477102,234,-1.909090177405566,1,0,1,0,2,1,5,Typ,0,<None>,-4.092378378701407,<None>,0,0,N,0.6654346673003524,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2006,WD,Normal,71,2.4006765562497487,24,-2.463278457883653,2.0,-0.6004138856671707,11.344518647594766,1930,0,0,0,1,0,1,3,2,3,3,4,3,0,0,0,-14.779670747301918,-7.389835373650959,568,2.94084490167885,1.2613636363636362,-13.0,14.917858857962079,1.0140463145788798,22.03424066639028,5.418383210784379,Cluster_2,6.067740761073668,36,3.6446253054664153,0,5041,77.82556431162668,4.0,-6.028845579701194,-0.0,0.4103210037927793,1.3046663586961382,-355.3664015201034,-5.500004426699888,-2.2000017706799553,-1.3667938520003977,0,0,2,1,0,2.909090909090909,8,0,8,3,4,0,0,0,2,0,0,1,3,2,2,7,6,52.93127917610305,0,12.0,-11.454541064433396,3120,426,-174.89277050973936,-3.818180354811132,30,15,0,0,1560,3120,11610,11892,12.0,6.0,-7.165900968388809,206.54545454545456,426,47,1,36
120,RL,0.0,8.502891406705377,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,-0.8171343255986645,CBlock,No,ALQ,-0.122012498546017,Unf,-0.3596623231834907,0.917187590160821,1078,GasA,Y,SBrkr,-0.4474922950730412,-0.8700861080477102,0,-1.2098426292787952,0,0,2,0,2,1,5,Typ,1,Attchd,0.2322043503167666,RFn,2,440,Y,-0.94902605868455,1.4197123146155328,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2007,WD,Normal,31,0.2550344054201675,31,-0.6313273872130448,2.0,0.4264043519935018,11.759793355371237,1970,0,0,1,1,1,1,3,3,4,3,3,3,3,3,3,-3.7879643232782687,-1.8939821616391344,155,1.490753626750194,1.0,-1.0,-2.219569835444963,0.9231796817437727,5.6472785464487005,1.3311818025999516,Cluster_1,0.39857426984524985,36,1.4637191876202282,193600,961,72.29916227422414,4.0,23.063528756390003,1193.470805096832,1.1565935119783581,-3.28161785637689,2924.0034724872385,-23.827379675828603,-9.53095187033144,5.424867295894691,1,1,1,0,0,3.5454545454545454,6,3,3,3,0,5,4,4,3,0,0,3,2,0,4,6,5,51.01734844023226,2640,12.0,-7.2590557756727705,6468,186,-19.57114900360439,-2.4196852585575903,30,15,1320,12,4312,6468,11856,11856,12.0,6.0,-2.2383425546644315,109.9090909090909,186,0,0,36
45,RM,55.0,8.386856689688234,Pave,<None>,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,-0.8171343255986645,BrkTil,No,LwQ,-0.1362188916344658,Unf,-0.3596623231834907,0.2167632614209166,672,GasA,Y,SBrkr,-0.8661995281985615,-0.8700861080477102,0,-1.595148558600648,0,0,1,0,3,1,5,Typ,1,<None>,-4.092378378701407,<None>,0,0,N,-0.94902605868455,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2007,WD,Normal,77,2.4008944650703024,57,-1.4971287467591672,1.0,-1.7028482440615262,11.373674891823535,1930,0,0,0,1,1,0,3,4,3,3,5,3,3,0,0,-7.485643733795836,-4.491386240277501,539,3.1960627160496364,0.9277504105090313,-9.0,1.2377246960957276,0.9640418198227697,2.7937709223372607,3.2931791531161436,Cluster_2,2.2413944843726745,25,2.5444989240057247,0,5929,70.33936513336828,1.0,-16.870592868272063,-0.0,3.425366678476284,3.208723231154069,-1351.7625049463268,-8.40126373112005,-5.040758238672031,-2.0115513466463195,1,1,2,1,0,3.272727272727273,7,0,7,4,2,0,0,2,5,0,0,0,1,2,2,7,6,41.934283448441164,0,5.0,-7.97574279300324,3360,385,-115.27891350045587,-1.595148558600648,25,15,0,0,2016,3360,9650,9750,5.0,3.0,-4.899694080302729,252.00000000000003,385,20,1,25
60,RL,69.0,8.934718614016768,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2890633527634108,CBlock,No,BLQ,0.6052197258592087,Unf,-0.3596623231834907,-0.894494495432134,660,GasA,Y,SBrkr,-1.6353245489643038,1.1307082585721218,0,-0.1918889791277681,0,0,1,1,3,1,6,Typ,1,Attchd,0.1762682277159962,RFn,2,453,Y,1.0748467469552974,1.1141704378350012,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,40,0.4210415368309103,40,-0.6736924571197548,1.5,0.8233422471297948,11.951186847493476,1960,0,1,1,1,1,0,3,3,3,3,3,3,2,3,3,-4.0421547427185285,-2.0210773713592642,200,2.533638324581618,1.1194029850746268,-8.0,-1.5920414440254598,0.970064216044617,6.026237792077351,2.830285648653592,Cluster_2,0.45386152678005265,36,0.03682138031069702,205209,1600,79.82919671165772,2.25,27.38128127579266,1388.2608903290075,2.5232093621322176,-0.5880617329100213,2022.6317607442493,7.424722402033225,3.7123612010166127,4.596890365327839,0,0,3,1,0,3.3636363636363638,6,2,4,2,1,5,4,4,3,0,0,3,2,0,4,1,4,53.60831168410061,2718,9.0,-1.1513338747666086,3960,240,-26.947698284790192,-0.28783346869165216,36,18,1359,12,1980,3960,11796,11796,9.0,4.5,-2.266056446675539,134.54545454545456,240,0,0,36
20,RL,69.0,9.102086786535928,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,1.059965237194734,CBlock,No,Rec,0.6662221819333268,BLQ,2.762830779442547,-0.0964918234941208,1008,GasA,Y,FuseA,-0.1465374434275893,-0.8700861080477102,0,-0.9304710891702744,0,1,1,1,3,1,6,Typ,0,2Types,0.3401491808348666,RFn,2,750,Y,-0.94902605868455,0.9724147992287226,-0.4079206211050907,180,-0.2940036598327685,0,<None>,MnWw,<None>,0,7,2006,WD,Abnorml,48,-0.5230116963689764,15,-0.593817035458808,2.0,0.6761143242650525,11.918397239722838,1950,0,0,1,1,0,1,3,3,3,3,3,5,0,3,3,-2.96908517729404,-2.96908517729404,336,2.2332409735744396,0.9328358208955223,0.0,-33.0413233456034,0.9882357872019798,1.108113627798907,1.4989374705990752,Cluster_0,0.3526186716010873,25,0.8657764477817168,562500,2304,82.84798386963193,4.0,22.408834395153132,1846.4585309410256,1.6645560825741774,-2.290768373856588,2481.6402655847382,86.29503796908078,43.14751898454039,4.923889415842735,0,0,3,1,0,3.4545454545454546,7,0,7,3,1,5,4,0,7,0,0,1,3,1,1,1,4,45.51043393267964,3750,10.0,-4.652355445851372,5040,240,-28.503217702022788,-1.8609421783405489,30,30,2250,10,3024,5040,9790,9955,10.0,10.0,-2.0513679406758825,165.8181818181818,240,33,1,25
60,RL,88.0,9.561067663645012,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.3147684801060375,CBlock,No,Rec,0.5236932561867776,Unf,-0.3596623231834907,0.0542145543438464,924,GasA,Y,SBrkr,0.3112004451972464,1.190523520271213,0,1.2497752133764954,0,0,2,1,4,1,8,Typ,2,Attchd,0.1762682277159962,Fin,2,487,Y,0.8909510282088475,0.882066721535507,-0.4079206211050907,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,5,2006,WD,Normal,40,0.4210415368309103,40,0.7378266392012507,2.5,0.2521030569310252,12.328294703023394,1960,0,1,1,1,1,1,3,3,3,3,5,4,4,3,3,5.164786474408755,2.9513065568050028,240,-2.7748356541941255,1.3059701492537312,-8.0,1.7436006232523493,1.0380684617345388,1.9661429774033665,-3.0997232135469863,Cluster_0,0.5443881495150126,49,1.5619380839702648,237169,1600,91.41401486879829,6.25,5.501738463417457,280.23508732944595,0.1450680126798483,0.7191598892458708,531.698605117881,3.5559108094152583,1.7779554047076291,1.4385784770505436,0,0,2,1,0,4.0,7,3,4,5,0,1,7,4,6,0,0,0,2,0,0,0,2,66.92747364551508,3409,17.5,8.748426493635469,6468,280,29.513065568050028,3.1244380334412387,56,32,1461,14,2772,6468,13762,13762,17.5,10.0,2.9513065568050028,160.0,280,0,0,49
60,RL,0.0,9.411238314343072,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.8716485502598835,PConc,No,GLQ,0.7923170372289012,Unf,-0.3596623231834907,-0.3961361198973314,992,GasA,Y,SBrkr,-0.2416302808768904,1.2077045171284524,0,1.0974995788335256,1,0,2,1,3,1,7,Typ,1,BuiltIn,0.3505090387225904,RFn,2,390,Y,0.3925816038225611,0.7335278737319859,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,9,-0.4538510714465015,9,0.6972921023727081,3.5,-0.4169173984581228,12.404927602627597,2000,0,1,1,1,1,1,4,3,4,3,5,4,3,3,3,4.183752614236249,2.7891684094908324,45,16.211090146622304,0.915057915057915,1.0,1.6478111248493046,1.0218011234388429,-6.237338677355166,1.248772093383503,Cluster_1,0.48621627603135126,36,1.204505325539766,152100,81,88.57140660935902,12.25,5.5448548315206025,229.77777334543913,-0.24563679868379662,0.6466179730049353,584.4603875863478,3.337306987157005,1.430274423067288,2.062108222330864,3,3,3,1,0,3.909090909090909,6,3,3,6,0,1,7,1,1,0,0,2,0,0,0,4,1,56.467429886058426,2340,21.0,6.584997473001153,5952,54,6.2756289213543734,3.8412485259173392,42,28,1170,12,3968,5952,12000,12000,21.0,14.0,2.725778218366041,35.18181818181818,54,0,0,36
20,RL,75.0,8.907747686788648,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,CBlock,No,Rec,0.4704151589101329,Unf,-0.3596623231834907,0.4147288887731916,1063,GasA,Y,SBrkr,0.5888020221675888,-0.8700861080477102,0,-0.2392255479241429,1,0,1,0,3,1,7,Typ,0,Detchd,0.2169077540487538,Unf,2,624,Y,-0.94902605868455,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,48,0.3102718285716095,5,-0.1253620866912528,2.0,-1.7028482440615262,11.9233847480666,1950,0,0,1,1,0,1,3,3,3,3,4,4,0,3,3,-0.626810433456264,-0.5014483467650112,288,0.4714646630428595,0.9328358208955223,0.0,-6.97543013134486,0.9671359166198878,0.23393642886070673,0.31644415352419336,Cluster_0,0.01571565277958518,25,0.0572288627796064,389376,2304,79.3479688514885,4.0,10.184497551781995,713.4380873559594,-1.9469179395844698,-0.27351380986808,1215.360075095168,9.201150197538478,3.943350084659348,2.2866605363973056,1,1,3,1,0,3.3636363636363638,6,0,6,4,1,5,4,0,7,0,0,1,3,1,1,1,4,44.53873843394324,3120,10.0,-1.1961277396207146,5315,240,-6.017380161180133,-0.4784510958482858,35,28,1872,10,3189,5315,9795,10010,10.0,8.0,-0.42167247341603215,161.45454545454547,240,43,1,25
20,RL,0.0,8.832587702434553,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.161913703772999,PConc,No,GLQ,1.0365117911277608,Unf,-0.3596623231834907,-0.498382816453193,1267,GasA,Y,SBrkr,0.5136990969559736,-0.8700861080477102,0,-0.3103921498521328,1,0,2,0,2,1,6,Typ,0,Attchd,0.3556941527349352,Fin,2,471,Y,1.0813478786015531,0.4342872122036038,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,8,-0.5230116963689764,7,0.1044288355008927,3.0,0.4839033185292083,12.301387370778713,2000,0,0,1,1,0,1,4,3,5,3,5,4,0,3,3,0.8354306840071416,0.4177153420035708,40,0.12909831993840673,1.1176470588235294,0.0,5.810656674279894,0.958975613598593,0.10638281565275658,0.18702035355671826,Cluster_1,0.010905381684072507,64,0.09634328668982887,221841,64,78.0146055211981,9.0,7.997425835435292,426.4647796762631,0.43814802998125557,-0.2810431418257568,1147.1993117830687,8.700597011349954,2.900199003783318,2.7163361762819305,3,3,2,1,0,3.909090909090909,8,0,8,6,1,4,1,5,4,0,0,2,5,1,1,4,1,70.66070161947643,3768,24.0,-2.4831371988170625,10136,64,0.8354306840071416,-0.9311764495563984,48,24,1413,16,6335,10136,16008,16016,24.0,12.0,0.40822181150348963,31.272727272727273,64,1,1,64
20,RL,78.0,9.243388226022384,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,-0.8171343255986645,CBlock,No,Rec,0.6694165729191228,Unf,-0.3596623231834907,0.8131539487776368,1461,GasA,Y,SBrkr,1.414000625509924,-0.8700861080477102,0,0.5513388866762973,0,0,2,1,3,1,7,Min1,1,Attchd,0.1864074747498199,RFn,2,440,Y,-0.94902605868455,1.0584241568310209,2.4539069455751727,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,7,2006,WD,Normal,38,0.3916049433404852,13,0.8531616094307162,2.5,0.7429122716235349,12.100717685412471,1960,0,0,1,1,1,1,3,3,3,3,4,3,3,3,3,4.26580804715358,2.5594848282921485,228,-1.4513155204400394,0.9946236559139785,-5.0,47.47184220047718,1.0035772295062027,-1.5920728939589435,-3.584263165833137,Cluster_0,0.7278847318064099,25,0.30397456796145894,193600,1444,85.44022589696924,6.25,4.987901853234439,237.43207163414434,0.40088909021364555,0.2975125773545818,788.3824014942838,4.512231376470757,1.933813447058896,1.3490458615576382,0,0,3,1,0,3.5454545454545454,6,3,3,3,0,4,1,4,6,0,0,1,2,0,0,1,4,46.21694113011192,2200,12.5,2.7566944333814862,7305,190,32.420141158367215,1.3783472166907431,35,21,1320,10,4383,7305,9840,9965,12.5,7.5,3.024845706163448,134.72727272727272,190,25,1,25
